#{"t_start": 1670943835.536957, "env_id": "Breakout-v0"}
r,l,t
6.0,508,5708.073567
6.0,497,5709.648188
14.0,898,5712.402039
11.0,762,5714.761488
14.0,701,5716.935023
8.0,575,5718.7649
2.0,273,5719.493427
6.0,465,5720.831384
6.0,489,5722.30445
8.0,607,5800.219295
9.0,675,5802.24599
14.0,768,5804.673075
6.0,558,5806.340243
5.0,467,5807.663881
6.0,519,5809.24824
9.0,617,5811.117903
8.0,563,5812.805897
7.0,542,5814.457253
11.0,773,5816.826366
8.0,543,5818.3643
5.0,435,5819.599585
13.0,702,5821.75163
4.0,409,5822.865323
9.0,666,5824.935425
9.0,636,5826.831348
10.0,688,5906.876744
9.0,646,5908.849464
8.0,638,5910.743998
26.0,1063,5914.107222
8.0,584,5915.870059
5.0,399,5917.046389
4.0,381,5918.115352
5.0,485,5919.513591
9.0,683,5921.573782
10.0,667,5923.535927
9.0,681,5925.618074
13.0,769,5928.024951
12.0,849,5930.671443
11.0,769,5933.070501
7.0,556,6010.053615
10.0,639,6011.989928
10.0,724,6014.184213
12.0,825,6016.766323
8.0,625,6018.680687
3.0,342,6019.616533
9.0,612,6021.405721
6.0,507,6022.927784
11.0,709,6025.117031
9.0,641,6027.053582
7.0,494,6028.537214
8.0,639,6030.506673
7.0,606,6032.314657
7.0,594,6034.072204
7.0,591,6035.869687
4.0,400,6112.966603
8.0,635,6114.861002
10.0,721,6117.113763
5.0,442,6118.378936
8.0,590,6120.214972
12.0,684,6122.236756
9.0,625,6124.154972
6.0,452,6125.492018
0.0,204,6125.974437
9.0,587,6127.781787
10.0,707,6129.939297
8.0,624,6131.799028
5.0,465,6133.167842
6.0,544,6134.809947
8.0,584,6136.618449
8.0,633,6138.544558
16.0,850,6217.197293
5.0,464,6218.472518
11.0,715,6220.623863
10.0,655,6222.663173
11.0,766,6224.950863
9.0,650,6226.961179
8.0,589,6228.718583
5.0,450,6230.103708
6.0,530,6231.674329
12.0,784,6234.156892
9.0,687,6236.255218
7.0,527,6237.857232
9.0,660,6239.862587
13.0,684,6241.886028
7.0,526,6243.466459
9.0,662,6321.347138
7.0,583,6323.088763
12.0,586,6324.884838
8.0,544,6326.536237
6.0,530,6328.083024
5.0,459,6329.426768
10.0,763,6331.75002
4.0,404,6332.93772
3.0,302,6333.770553
10.0,754,6336.124065
7.0,603,6337.938425
6.0,461,6339.317383
12.0,806,6341.818552
9.0,657,6343.824974
15.0,643,6345.70998
8.0,586,6347.424812
3.0,315,6348.308469
3.0,307,6425.151837
7.0,562,6426.869556
6.0,529,6428.397237
12.0,660,6430.319459
8.0,634,6432.213488
5.0,424,6433.486081
9.0,712,6435.583426
10.0,662,6437.576972
9.0,635,6439.462767
4.0,468,6440.813579
3.0,345,6441.800221
7.0,486,6443.299431
10.0,661,6445.242328
5.0,467,6446.585314
11.0,714,6448.747427
9.0,639,6450.744747
12.0,622,6528.668925
13.0,860,6531.340506
7.0,595,6533.119814
7.0,586,6534.879373
10.0,687,6536.982237
9.0,657,6538.991217
10.0,690,6541.104792
6.0,569,6542.803466
8.0,623,6544.643812
13.0,687,6546.713801
5.0,412,6547.910219
17.0,956,6550.884373
10.0,655,6552.860514
6.0,441,6554.113734
4.0,384,6555.218501
4.0,376,6556.203398
4.0,386,6633.876108
11.0,737,6636.188666
11.0,736,6638.355347
9.0,686,6640.412386
9.0,631,6642.283969
7.0,567,6643.934351
9.0,611,6645.791168
7.0,555,6647.483902
11.0,704,6649.641296
11.0,768,6651.956467
8.0,620,6653.817825
2.0,296,6654.655284
7.0,537,6656.199812
5.0,457,6657.592521
8.0,572,6659.332824
5.0,422,6660.571816
8.0,589,6738.786266
14.0,780,6741.204089
9.0,631,6743.156728
3.0,335,6744.056554
10.0,770,6746.429918
10.0,673,6748.468039
8.0,564,6750.200851
13.0,704,6752.323548
14.0,699,6754.411578
6.0,475,6755.76148
14.0,807,6758.28536
6.0,486,6759.768617
8.0,591,6761.579143
9.0,660,6763.589344
11.0,789,6842.749564
9.0,599,6844.601807
11.0,714,6846.769094
11.0,705,6848.946922
7.0,512,6850.499856
5.0,452,6851.768991
7.0,580,6853.53468
10.0,672,6855.6049
7.0,549,6857.222955
12.0,799,6859.654826
7.0,528,6861.232665
11.0,785,6863.58407
12.0,830,6866.115605
14.0,863,6868.723559
7.0,530,6947.751781
10.0,734,6949.959005
7.0,513,6951.483887
8.0,593,6953.284003
4.0,400,6954.416197
8.0,618,6956.225682
7.0,572,6957.909404
9.0,645,6959.835848
7.0,550,6961.501239
10.0,708,6963.711949
9.0,668,6965.717381
13.0,818,6968.222573
2.0,294,6968.979096
6.0,562,6970.605445
9.0,637,6972.496013
5.0,478,6973.911047
8.0,589,7052.941853
11.0,736,7055.195421
7.0,573,7056.905309
7.0,513,7058.427383
9.0,717,7060.657486
