#{"t_start": 1670989387.191519, "env_id": "Breakout-v0"}
r,l,t
12.0,742,11059.62933
17.0,823,11062.235332
10.0,652,11064.145332
15.0,651,11066.113331
7.0,505,11067.547331
7.0,534,11069.16333
7.0,538,11258.395889
9.0,641,11260.367889
8.0,582,11262.073888
7.0,527,11263.687891
7.0,526,11265.265888
8.0,517,11266.803889
3.0,348,11267.76789
7.0,535,11269.42189
16.0,824,11272.04789
9.0,634,11273.955889
8.0,612,11275.789891
8.0,590,11277.539891
5.0,412,11278.721891
9.0,680,11280.781889
7.0,590,11282.55989
4.0,416,11283.741888
9.0,659,11478.859585
5.0,463,11480.309582
9.0,644,11482.307584
13.0,660,11484.337584
5.0,419,11485.507583
7.0,551,11487.079586
4.0,363,11488.115583
3.0,316,11488.977583
10.0,692,11491.157588
11.0,621,11493.113583
10.0,679,11495.173584
8.0,573,11496.907583
9.0,622,11498.797583
7.0,495,11500.319583
8.0,646,11502.283583
9.0,676,11504.317584
6.0,473,11505.671583
11.0,830,11695.53347
4.0,399,11696.689471
4.0,396,11697.80147
7.0,523,11699.363471
5.0,439,11700.685469
7.0,569,11702.419469
8.0,622,11704.31147
2.0,253,11705.009469
10.0,746,11707.301469
8.0,573,11709.005469
14.0,701,11711.217469
2.0,298,11711.99747
10.0,751,11714.32747
7.0,546,11716.005468
6.0,522,11717.567467
7.0,576,11719.309468
6.0,497,11720.747469
18.0,698,11909.218926
11.0,696,11911.352927
9.0,679,11913.408925
4.0,405,11914.508927
4.0,374,11915.580926
12.0,629,11917.434926
8.0,630,11919.332926
14.0,615,11921.194926
13.0,669,11923.218925
10.0,720,11925.498927
11.0,744,11927.748927
8.0,551,11929.472929
2.0,289,11930.266927
6.0,480,11931.696925
13.0,789,11934.128927
5.0,395,11935.31493
14.0,746,12124.792959
8.0,629,12126.74696
10.0,680,12128.89096
4.0,390,12129.958959
4.0,463,12131.292959
9.0,638,12133.29496
6.0,514,12134.802959
9.0,575,12136.49496
9.0,520,12138.032076
9.0,621,12139.916701
7.0,509,12141.452699
5.0,433,12142.722701
9.0,653,12144.696701
6.0,523,12146.210699
4.0,415,12147.398704
8.0,620,12149.3047
5.0,454,12150.676701
15.0,834,12346.45153
12.0,747,12348.787528
6.0,551,12350.431531
4.0,411,12351.65553
8.0,588,12353.471528
7.0,588,12355.259529
4.0,384,12356.39953
12.0,812,12358.889529
7.0,537,12360.57753
6.0,466,12361.91353
4.0,389,12363.049532
7.0,513,12364.655528
7.0,548,12366.36353
12.0,793,12368.735528
11.0,624,12370.653528
6.0,535,12372.161531
4.0,409,12373.337528
11.0,621,12561.714885
8.0,532,12563.262885
8.0,676,12565.384883
9.0,651,12567.378882
7.0,510,12568.904883
7.0,505,12570.384883
